DATE,DEWP,HIDX,TEMP,WCHL
07-11T23:00:00,63.2,76.4,75.7,75.7
07-12T00:00:00,63.1,75.2,74.7,74.7
07-12T01:00:00,63.2,74.7,74.3,74.3
07-12T02:00:00,63.3,73.9,73.6,73.6
07-12T03:00:00,63.2,73.3,72.9,72.9
07-12T04:00:00,63.0,72.6,72.3,72.3
07-12T05:00:00,63.0,72.4,72.1,72.1
07-12T06:00:00,63.1,73.0,72.7,72.7
07-12T07:00:00,63.1,74.2,73.8,73.8
07-12T08:00:00,63.1,76.5,75.7,75.7
07-12T09:00:00,63.0,78.4,77.3,77.3
07-12T10:00:00,62.8,80.4,79.1,79.1
07-12T11:00:00,62.4,82.4,80.9,80.9
07-12T12:00:00,62.1,83.7,82.2,82.2
07-12T13:00:00,61.9,84.7,83.1,83.0
07-12T14:00:00,62.0,85.2,83.5,83.5
07-12T15:00:00,62.0,85.0,83.4,83.4
07-12T16:00:00,62.2,84.5,83.0,82.9
07-12T17:00:00,62.3,83.3,81.9,81.9
07-12T18:00:00,62.5,82.2,80.9,80.9
07-12T19:00:00,62.6,80.9,79.8,79.8
07-12T20:00:00,63.1,79.2,78.3,78.3
07-12T21:00:00,63.6,78.4,77.5,77.5
07-12T22:00:00,63.5,77.4,76.7,76.7
07-12T23:00:00,63.4,76.4,75.8,75.8
07-13T00:00:00,63.1,75.2,74.7,74.7
07-13T01:00:00,63.4,74.8,74.3,74.3
07-13T02:00:00,63.4,74.0,73.6,73.6
07-13T03:00:00,63.3,73.4,73.0,73.0
07-13T04:00:00,63.2,72.7,72.4,72.4
07-13T05:00:00,63.2,72.4,72.2,72.2
07-13T06:00:00,63.3,73.1,72.8,72.8
07-13T07:00:00,63.2,74.3,73.9,73.9
07-13T08:00:00,63.1,76.6,75.8,75.8
07-13T09:00:00,63.1,78.5,77.4,77.4
07-13T10:00:00,62.8,80.6,79.2,79.2
07-13T11:00:00,62.3,82.5,81.0,81.0
07-13T12:00:00,62.1,83.7,82.2,82.2
07-13T13:00:00,61.9,84.7,83.1,83.1
07-13T14:00:00,62.1,85.2,83.5,83.5
07-13T15:00:00,62.1,85.1,83.5,83.5
07-13T16:00:00,62.3,84.6,83.1,83.0
07-13T17:00:00,62.4,83.5,82.0,82.0
07-13T18:00:00,62.6,82.4,81.0,81.0
07-13T19:00:00,62.8,81.1,79.9,79.9
07-13T20:00:00,63.2,79.4,78.4,78.4
07-13T21:00:00,63.7,78.6,77.6,77.6
07-13T22:00:00,63.7,77.6,76.9,76.9
07-13T23:00:00,63.5,76.6,75.9,75.9
07-14T00:00:00,63.4,75.4,74.8,74.8
07-14T01:00:00,63.5,75.0,74.5,74.5
07-14T02:00:00,63.5,74.2,73.8,73.8
07-14T03:00:00,63.5,73.5,73.2,73.2
07-14T04:00:00,63.4,72.9,72.6,72.6
07-14T05:00:00,63.4,72.6,72.4,72.4
07-14T06:00:00,63.4,73.3,73.0,73.0
07-14T07:00:00,63.4,74.5,74.1,74.0
07-14T08:00:00,63.3,76.7,75.9,75.9
07-14T09:00:00,63.2,78.7,77.6,77.6
07-14T10:00:00,63.0,80.8,79.4,79.4
07-14T11:00:00,62.5,82.7,81.1,81.1
07-14T12:00:00,62.2,84.0,82.4,82.4
07-14T13:00:00,62.1,84.9,83.2,83.2
07-14T14:00:00,62.3,85.4,83.6,83.6
07-14T15:00:00,62.2,85.2,83.6,83.6
07-14T16:00:00,62.5,84.8,83.1,83.1
07-14T17:00:00,62.6,83.6,82.1,82.1
07-14T18:00:00,62.8,82.4,81.1,81.1
07-14T19:00:00,63.0,81.1,79.9,79.9
07-14T20:00:00,63.5,79.5,78.5,78.5
07-14T21:00:00,63.9,78.6,77.7,77.7
07-14T22:00:00,63.8,77.7,76.9,76.9
07-14T23:00:00,63.7,76.8,76.0,76.0
07-15T00:00:00,63.6,75.5,74.9,74.9
07-15T01:00:00,63.7,75.1,74.6,74.6
07-15T02:00:00,63.7,74.2,73.9,73.9
07-15T03:00:00,63.6,73.6,73.3,73.3
07-15T04:00:00,63.6,73.0,72.7,72.7
07-15T05:00:00,63.5,72.7,72.4,72.4
07-15T06:00:00,63.6,73.3,73.0,73.0
07-15T07:00:00,63.5,74.6,74.1,74.1
07-15T08:00:00,63.5,76.8,76.0,76.0
07-15T09:00:00,63.4,78.8,77.6,77.6
07-15T10:00:00,63.1,80.8,79.4,79.4
07-15T11:00:00,62.6,82.7,81.1,81.1
07-15T12:00:00,62.4,84.0,82.3,82.3
07-15T13:00:00,62.2,84.9,83.2,83.2
07-15T14:00:00,62.5,85.4,83.6,83.6
07-15T15:00:00,62.4,85.3,83.6,83.6
07-15T16:00:00,62.7,84.8,83.1,83.1
07-15T17:00:00,62.7,83.6,82.2,82.2
07-15T18:00:00,63.0,82.5,81.1,81.1
07-15T19:00:00,63.2,81.1,79.9,79.9
07-15T20:00:00,63.6,79.5,78.5,78.5
07-15T21:00:00,64.0,78.6,77.7,77.7
07-15T22:00:00,64.0,77.7,77.0,77.0
07-15T23:00:00,63.9,76.8,76.1,76.1
07-16T00:00:00,63.7,75.6,75.0,75.0
07-16T01:00:00,63.8,75.2,74.7,74.7
07-16T02:00:00,63.8,74.2,73.9,73.9
07-16T03:00:00,63.8,73.6,73.3,73.3
07-16T04:00:00,63.7,73.0,72.7,72.7
07-16T05:00:00,63.7,72.7,72.5,72.5
07-16T06:00:00,63.7,73.4,73.0,73.0
07-16T07:00:00,63.7,74.5,74.1,74.1
07-16T08:00:00,63.6,76.8,76.0,76.0
07-16T09:00:00,63.6,78.7,77.6,77.6
07-16T10:00:00,63.3,80.7,79.3,79.3
07-16T11:00:00,62.9,82.6,81.0,81.0
07-16T12:00:00,62.6,83.8,82.2,82.2
07-16T13:00:00,62.6,84.7,83.0,83.0
07-16T14:00:00,62.7,85.2,83.4,83.4
07-16T15:00:00,62.7,85.2,83.5,83.5
07-16T16:00:00,62.9,84.6,83.0,83.0
07-16T17:00:00,63.0,83.5,82.0,82.0
07-16T18:00:00,63.3,82.3,80.9,80.9
07-16T19:00:00,63.4,80.9,79.8,79.8
07-16T20:00:00,63.9,79.3,78.3,78.3
07-16T21:00:00,64.3,78.5,77.5,77.5
07-16T22:00:00,64.2,77.6,76.8,76.8
07-16T23:00:00,64.1,76.7,76.0,76.0
07-17T00:00:00,63.9,75.5,74.9,74.9
07-17T01:00:00,64.1,75.1,74.6,74.6
07-17T02:00:00,64.0,74.2,73.8,73.8
07-17T03:00:00,63.9,73.6,73.3,73.3
07-17T04:00:00,63.8,72.9,72.7,72.7
07-17T05:00:00,63.7,72.7,72.5,72.5
07-17T06:00:00,63.8,73.3,73.0,73.0
07-17T07:00:00,63.7,74.4,74.0,74.0
07-17T08:00:00,63.6,76.7,75.9,75.9
07-17T09:00:00,63.5,78.6,77.5,77.5
07-17T10:00:00,63.2,80.6,79.2,79.1
07-17T11:00:00,62.7,82.3,80.8,80.8
07-17T12:00:00,62.5,83.6,82.0,82.0
07-17T13:00:00,62.5,84.5,82.9,82.9
07-17T14:00:00,62.7,85.0,83.2,83.2
07-17T15:00:00,62.6,85.1,83.4,83.4
07-17T16:00:00,62.8,84.5,82.9,82.9
07-17T17:00:00,62.9,83.3,81.9,81.9
07-17T18:00:00,63.2,82.1,80.8,80.8
07-17T19:00:00,63.4,80.8,79.7,79.6
07-17T20:00:00,63.9,79.2,78.2,78.2
07-17T21:00:00,64.2,78.3,77.4,77.4
07-17T22:00:00,64.2,77.5,76.7,76.7
07-17T23:00:00,64.1,76.6,75.9,75.9
07-18T00:00:00,63.9,75.3,74.7,74.7
07-18T01:00:00,64.0,75.0,74.5,74.5
07-18T02:00:00,64.0,74.1,73.8,73.8
07-18T03:00:00,64.0,73.5,73.2,73.2
07-18T04:00:00,63.9,72.9,72.6,72.6
07-18T05:00:00,63.8,72.6,72.4,72.4
07-18T06:00:00,63.9,73.2,72.9,72.9
07-18T07:00:00,63.8,74.4,73.9,73.9
07-18T08:00:00,63.7,76.6,75.8,75.8
07-18T09:00:00,63.6,78.5,77.4,77.4
07-18T10:00:00,63.4,80.5,79.1,79.1
07-18T11:00:00,62.9,82.3,80.8,80.8
07-18T12:00:00,62.7,83.6,81.9,81.9
07-18T13:00:00,62.7,84.5,82.8,82.8
07-18T14:00:00,62.8,85.0,83.2,83.2
07-18T15:00:00,62.8,85.0,83.3,83.3
07-18T16:00:00,63.0,84.5,82.9,82.9
07-18T17:00:00,63.1,83.3,81.8,81.8
07-18T18:00:00,63.6,82.1,80.7,80.7
07-18T19:00:00,63.7,80.8,79.6,79.6
07-18T20:00:00,64.2,79.2,78.2,78.2
07-18T21:00:00,64.5,78.4,77.4,77.4
07-18T22:00:00,64.5,77.5,76.7,76.7
07-18T23:00:00,64.4,76.6,75.9,75.9
07-19T00:00:00,64.4,75.4,74.8,74.8
07-19T01:00:00,64.4,75.1,74.5,74.5
07-19T02:00:00,64.4,74.2,73.9,73.9
07-19T03:00:00,64.3,73.6,73.3,73.3
07-19T04:00:00,64.3,72.9,72.7,72.7
07-19T05:00:00,64.3,72.7,72.5,72.5
07-19T06:00:00,64.3,73.4,73.0,73.0
07-19T07:00:00,64.3,74.5,74.1,74.0
07-19T08:00:00,64.2,76.8,75.9,75.9
07-19T09:00:00,64.1,78.7,77.5,77.5
07-19T10:00:00,63.8,80.7,79.2,79.2
07-19T11:00:00,63.3,82.3,80.8,80.8
07-19T12:00:00,63.1,83.6,81.9,81.9
07-19T13:00:00,63.1,84.5,82.8,82.8
07-19T14:00:00,63.2,85.0,83.1,83.1
07-19T15:00:00,63.3,84.9,83.1,83.1
07-19T16:00:00,63.4,84.4,82.7,82.7
07-19T17:00:00,63.5,83.3,81.7,81.7
07-19T18:00:00,64.0,82.0,80.6,80.6
07-19T19:00:00,64.1,80.7,79.5,79.5
07-19T20:00:00,64.5,79.2,78.1,78.1
07-19T21:00:00,64.8,78.3,77.3,77.3
07-19T22:00:00,64.8,77.5,76.6,76.6
07-19T23:00:00,64.8,76.6,75.8,75.8
07-20T00:00:00,64.8,75.3,74.7,74.7
07-20T01:00:00,64.7,75.1,74.6,74.6
07-20T02:00:00,64.7,74.3,73.9,73.9
07-20T03:00:00,64.6,73.6,73.3,73.3
07-20T04:00:00,64.5,73.0,72.7,72.7
07-20T05:00:00,64.5,72.8,72.6,72.6
07-20T06:00:00,64.6,73.4,73.1,73.1
07-20T07:00:00,64.5,74.6,74.1,74.1
07-20T08:00:00,64.5,76.8,76.0,76.0
07-20T09:00:00,64.4,78.8,77.5,77.5
07-20T10:00:00,64.1,80.9,79.3,79.3
07-20T11:00:00,63.7,82.5,80.9,80.9
07-20T12:00:00,63.5,83.8,82.0,82.0
07-20T13:00:00,63.5,84.7,82.8,82.8
07-20T14:00:00,63.6,85.2,83.2,83.2
07-20T15:00:00,63.6,85.1,83.2,83.2
07-20T16:00:00,63.7,84.6,82.8,82.8
07-20T17:00:00,63.8,83.5,81.8,81.8
07-20T18:00:00,64.2,82.2,80.6,80.6
07-20T19:00:00,64.4,80.8,79.6,79.5
07-20T20:00:00,64.8,79.3,78.2,78.2
07-20T21:00:00,65.1,78.5,77.4,77.4
07-20T22:00:00,65.1,77.6,76.7,76.7
07-20T23:00:00,65.0,76.7,75.9,75.9
07-21T00:00:00,65.0,75.4,74.8,74.8
07-21T01:00:00,64.9,75.1,74.6,74.6
07-21T02:00:00,64.9,74.3,73.9,73.9
07-21T03:00:00,64.8,73.6,73.3,73.3
07-21T04:00:00,64.7,73.0,72.8,72.8
07-21T05:00:00,64.7,72.8,72.6,72.6
07-21T06:00:00,64.8,73.4,73.1,73.1
07-21T07:00:00,64.7,74.6,74.1,74.1
07-21T08:00:00,64.7,76.8,76.0,76.0
07-21T09:00:00,64.5,78.8,77.5,77.5
07-21T10:00:00,64.3,80.9,79.3,79.3
07-21T11:00:00,63.9,82.6,80.9,80.9
07-21T12:00:00,63.7,83.9,82.1,82.1
07-21T13:00:00,63.7,84.8,82.9,82.9
07-21T14:00:00,63.7,85.3,83.3,83.3
07-21T15:00:00,63.8,85.2,83.3,83.3
07-21T16:00:00,63.8,84.6,82.8,82.8
07-21T17:00:00,64.0,83.5,81.8,81.8
07-21T18:00:00,64.4,82.2,80.7,80.7
07-21T19:00:00,64.6,80.9,79.6,79.6
07-21T20:00:00,65.0,79.3,78.2,78.2
07-21T21:00:00,65.2,78.5,77.4,77.4
07-21T22:00:00,65.2,77.6,76.7,76.7
07-21T23:00:00,65.1,76.7,75.9,75.9
07-22T00:00:00,65.1,75.4,74.8,74.8
07-22T01:00:00,65.0,75.2,74.6,74.6
07-22T02:00:00,65.0,74.3,73.9,73.9
07-22T03:00:00,64.9,73.7,73.4,73.4
07-22T04:00:00,64.8,73.1,72.8,72.8
07-22T05:00:00,64.8,72.9,72.6,72.6
07-22T06:00:00,64.8,73.5,73.2,73.2
07-22T07:00:00,64.8,74.6,74.1,74.1
07-22T08:00:00,64.8,76.8,76.0,76.0
07-22T09:00:00,64.6,78.8,77.6,77.6
07-22T10:00:00,64.4,80.9,79.3,79.3
07-22T11:00:00,64.0,82.6,80.9,80.9
07-22T12:00:00,63.8,83.9,82.1,82.1
07-22T13:00:00,63.7,84.8,82.9,82.9
07-22T14:00:00,63.8,85.3,83.3,83.3
07-22T15:00:00,63.8,85.2,83.3,83.3
07-22T16:00:00,63.8,84.6,82.8,82.8
07-22T17:00:00,64.0,83.6,81.9,81.9
07-22T18:00:00,64.4,82.3,80.7,80.7
07-22T19:00:00,64.5,81.0,79.6,79.6
07-22T20:00:00,65.0,79.4,78.2,78.2
07-22T21:00:00,65.2,78.5,77.5,77.5
07-22T22:00:00,65.2,77.6,76.7,76.7
07-22T23:00:00,65.2,76.7,76.0,76.0
07-23T00:00:00,65.1,75.3,74.7,74.7
07-23T01:00:00,65.0,75.1,74.6,74.6
07-23T02:00:00,65.0,74.3,74.0,74.0
07-23T03:00:00,64.9,73.7,73.4,73.4
07-23T04:00:00,64.9,73.1,72.8,72.8
07-23T05:00:00,64.8,72.9,72.7,72.7
07-23T06:00:00,64.9,73.5,73.2,73.2
07-23T07:00:00,64.9,74.6,74.1,74.1
07-23T08:00:00,64.9,76.8,75.9,75.9
07-23T09:00:00,64.6,78.7,77.5,77.5
07-23T10:00:00,64.4,80.8,79.2,79.2
07-23T11:00:00,63.9,82.4,80.8,80.8
07-23T12:00:00,63.8,83.8,82.0,82.0
07-23T13:00:00,63.7,84.7,82.8,82.8
07-23T14:00:00,63.7,85.1,83.2,83.2
07-23T15:00:00,63.7,85.0,83.1,83.1
07-23T16:00:00,63.8,84.5,82.7,82.7
07-23T17:00:00,64.0,83.5,81.8,81.8
07-23T18:00:00,64.4,82.2,80.7,80.7
07-23T19:00:00,64.5,80.9,79.6,79.6
07-23T20:00:00,64.9,79.3,78.2,78.2
07-23T21:00:00,65.1,78.5,77.4,77.4
07-23T22:00:00,65.2,77.6,76.7,76.7
07-23T23:00:00,65.2,76.7,75.9,75.9
07-24T00:00:00,65.2,75.2,74.7,74.7
07-24T01:00:00,65.1,75.1,74.6,74.6
07-24T02:00:00,65.0,74.3,73.9,73.9
07-24T03:00:00,64.9,73.6,73.3,73.3
07-24T04:00:00,64.9,73.0,72.8,72.8
07-24T05:00:00,64.9,72.8,72.6,72.6
07-24T06:00:00,64.9,73.4,73.1,73.1
07-24T07:00:00,64.9,74.5,74.1,74.0
07-24T08:00:00,64.9,76.6,75.8,75.8
07-24T09:00:00,64.7,78.6,77.4,77.4
07-24T10:00:00,64.4,80.7,79.1,79.1
07-24T11:00:00,64.0,82.2,80.6,80.6
07-24T12:00:00,63.8,83.6,81.9,81.9
07-24T13:00:00,63.7,84.4,82.7,82.7
07-24T14:00:00,63.8,84.9,83.0,83.0
07-24T15:00:00,63.8,84.7,82.9,82.9
07-24T16:00:00,63.9,84.3,82.5,82.5
07-24T17:00:00,64.1,83.2,81.6,81.6
07-24T18:00:00,64.6,81.9,80.4,80.4
07-24T19:00:00,64.6,80.7,79.4,79.4
07-24T20:00:00,65.1,79.1,78.0,78.0
07-24T21:00:00,65.2,78.2,77.2,77.2
07-24T22:00:00,65.3,77.4,76.5,76.5
07-24T23:00:00,65.3,76.5,75.8,75.8
07-25T00:00:00,65.4,75.1,74.5,74.5
07-25T01:00:00,65.1,75.0,74.5,74.5
07-25T02:00:00,65.1,74.2,73.8,73.8
07-25T03:00:00,65.0,73.6,73.2,73.2
07-25T04:00:00,65.0,73.0,72.7,72.7
07-25T05:00:00,64.9,72.8,72.5,72.5
07-25T06:00:00,64.9,73.4,73.0,73.0
07-25T07:00:00,65.0,74.5,74.0,74.0
07-25T08:00:00,65.0,76.6,75.7,75.7
07-25T09:00:00,64.7,78.6,77.4,77.4
07-25T10:00:00,64.4,80.6,79.0,79.0
07-25T11:00:00,64.1,82.2,80.5,80.5
07-25T12:00:00,63.8,83.6,81.8,81.8
07-25T13:00:00,63.8,84.4,82.6,82.6
07-25T14:00:00,63.8,84.9,82.9,82.9
07-25T15:00:00,63.8,84.7,82.9,82.9
07-25T16:00:00,63.9,84.2,82.4,82.4
07-25T17:00:00,64.0,83.2,81.5,81.5
07-25T18:00:00,64.5,81.9,80.4,80.4
07-25T19:00:00,64.6,80.6,79.3,79.3
07-25T20:00:00,65.0,79.0,77.9,77.9
07-25T21:00:00,65.1,78.1,77.1,77.1
07-25T22:00:00,65.2,77.3,76.5,76.5
07-25T23:00:00,65.1,76.5,75.7,75.7
07-26T00:00:00,65.3,75.0,74.5,74.5
07-26T01:00:00,65.0,75.0,74.5,74.5
07-26T02:00:00,65.0,74.2,73.8,73.8
07-26T03:00:00,64.9,73.5,73.2,73.2
07-26T04:00:00,64.9,72.9,72.6,72.6
07-26T05:00:00,64.9,72.7,72.4,72.4
07-26T06:00:00,64.9,73.2,72.9,72.9
07-26T07:00:00,64.9,74.4,73.9,73.9
07-26T08:00:00,64.9,76.5,75.7,75.7
07-26T09:00:00,64.7,78.6,77.4,77.4
07-26T10:00:00,64.4,80.6,79.0,79.0
07-26T11:00:00,64.0,82.2,80.5,80.5
07-26T12:00:00,63.8,83.6,81.7,81.7
07-26T13:00:00,63.8,84.4,82.5,82.5
07-26T14:00:00,63.7,84.8,82.9,82.9
07-26T15:00:00,63.7,84.6,82.8,82.8
07-26T16:00:00,63.8,84.2,82.4,82.4
07-26T17:00:00,63.9,83.1,81.5,81.5
07-26T18:00:00,64.4,81.8,80.3,80.3
07-26T19:00:00,64.6,80.5,79.2,79.2
07-26T20:00:00,65.0,78.9,77.9,77.9
07-26T21:00:00,65.1,78.1,77.1,77.1
07-26T22:00:00,65.2,77.3,76.5,76.5
07-26T23:00:00,65.1,76.5,75.7,75.7
07-27T00:00:00,65.2,75.0,74.5,74.5
07-27T01:00:00,65.0,75.0,74.5,74.5
07-27T02:00:00,65.0,74.2,73.8,73.8
07-27T03:00:00,64.9,73.5,73.2,73.2
07-27T04:00:00,64.9,73.0,72.7,72.7
07-27T05:00:00,64.9,72.7,72.5,72.5
07-27T06:00:00,64.9,73.1,72.8,72.8
07-27T07:00:00,64.9,74.3,73.9,73.9
07-27T08:00:00,65.0,76.5,75.7,75.7
07-27T09:00:00,64.7,78.6,77.4,77.4
07-27T10:00:00,64.4,80.6,79.0,79.0
07-27T11:00:00,64.1,82.3,80.6,80.6
07-27T12:00:00,63.8,83.6,81.8,81.8
07-27T13:00:00,63.8,84.5,82.6,82.6
07-27T14:00:00,63.8,84.9,83.0,83.0
07-27T15:00:00,63.7,84.7,82.9,82.9
07-27T16:00:00,63.8,84.3,82.5,82.5
07-27T17:00:00,63.9,83.3,81.7,81.7
07-27T18:00:00,64.4,82.0,80.4,80.4
07-27T19:00:00,64.7,80.6,79.3,79.3
07-27T20:00:00,65.1,79.0,77.9,77.9
07-27T21:00:00,65.2,78.2,77.2,77.2
07-27T22:00:00,65.3,77.4,76.5,76.5
07-27T23:00:00,65.2,76.5,75.8,75.8
07-28T00:00:00,65.4,75.2,74.6,74.6
07-28T01:00:00,65.1,75.1,74.6,74.6
07-28T02:00:00,65.1,74.3,73.9,73.9
07-28T03:00:00,65.0,73.6,73.3,73.3
07-28T04:00:00,65.0,73.0,72.8,72.8
07-28T05:00:00,65.0,72.9,72.6,72.6
07-28T06:00:00,65.0,73.2,72.9,72.9
07-28T07:00:00,65.1,74.4,74.0,74.0
07-28T08:00:00,65.1,76.7,75.8,75.8
07-28T09:00:00,64.9,78.7,77.5,77.5
07-28T10:00:00,64.6,80.8,79.2,79.1
07-28T11:00:00,64.3,82.6,80.8,80.8
07-28T12:00:00,64.0,84.0,82.0,82.0
07-28T13:00:00,64.0,84.8,82.8,82.8
07-28T14:00:00,64.0,85.2,83.2,83.2
07-28T15:00:00,63.9,84.9,83.1,83.1
07-28T16:00:00,64.0,84.4,82.6,82.6
07-28T17:00:00,64.1,83.4,81.7,81.7
07-28T18:00:00,64.6,82.0,80.5,80.5
07-28T19:00:00,64.8,80.6,79.3,79.3
07-28T20:00:00,65.3,79.1,78.0,78.0
07-28T21:00:00,65.3,78.2,77.2,77.2
07-28T22:00:00,65.4,77.5,76.6,76.6
07-28T23:00:00,65.3,76.6,75.8,75.8
07-29T00:00:00,65.5,75.1,74.6,74.6
07-29T01:00:00,65.2,75.2,74.6,74.6
07-29T02:00:00,65.2,74.4,74.0,74.0
07-29T03:00:00,65.1,73.7,73.3,73.3
07-29T04:00:00,65.1,73.1,72.8,72.8
07-29T05:00:00,65.1,72.9,72.6,72.6
07-29T06:00:00,65.1,73.3,72.9,72.9
07-29T07:00:00,65.2,74.5,74.0,74.0
07-29T08:00:00,65.2,76.7,75.8,75.8
07-29T09:00:00,65.0,78.7,77.5,77.5
07-29T10:00:00,64.6,80.8,79.2,79.1
07-29T11:00:00,64.4,82.6,80.7,80.7
07-29T12:00:00,64.1,83.9,81.9,81.9
07-29T13:00:00,64.0,84.7,82.7,82.7
07-29T14:00:00,63.9,85.1,83.1,83.1
07-29T15:00:00,63.9,84.8,83.0,83.0
07-29T16:00:00,63.9,84.3,82.5,82.5
07-29T17:00:00,64.1,83.2,81.6,81.6
07-29T18:00:00,64.5,81.9,80.4,80.4
07-29T19:00:00,64.8,80.6,79.3,79.3
07-29T20:00:00,65.2,79.0,77.9,77.9
07-29T21:00:00,65.3,78.2,77.2,77.2
07-29T22:00:00,65.3,77.4,76.5,76.5
07-29T23:00:00,65.2,76.5,75.8,75.8
07-30T00:00:00,65.4,75.0,74.6,74.6
07-30T01:00:00,65.1,75.1,74.6,74.6
07-30T02:00:00,65.1,74.3,73.9,73.9
07-30T03:00:00,65.0,73.6,73.3,73.3
07-30T04:00:00,65.0,73.0,72.8,72.8
07-30T05:00:00,64.9,72.9,72.6,72.6
07-30T06:00:00,65.0,73.2,72.9,72.9
07-30T07:00:00,65.0,74.4,73.9,73.9
07-30T08:00:00,65.1,76.6,75.7,75.7
07-30T09:00:00,64.8,78.6,77.4,77.4
07-30T10:00:00,64.5,80.7,79.1,79.0
07-30T11:00:00,64.2,82.5,80.6,80.6
07-30T12:00:00,63.9,83.8,81.9,81.9
07-30T13:00:00,63.8,84.7,82.7,82.7
07-30T14:00:00,63.7,85.0,83.0,83.0
07-30T15:00:00,63.7,84.6,82.9,82.9
07-30T16:00:00,63.7,84.1,82.4,82.4
07-30T17:00:00,63.9,83.1,81.5,81.5
07-30T18:00:00,64.4,81.8,80.3,80.3
07-30T19:00:00,64.6,80.4,79.2,79.1
07-30T20:00:00,64.9,78.9,77.8,77.8
07-30T21:00:00,65.1,78.1,77.1,77.1
07-30T22:00:00,65.2,77.4,76.5,76.5
07-30T23:00:00,65.1,76.4,75.7,75.7
07-31T00:00:00,65.3,74.9,74.4,74.4
07-31T01:00:00,65.0,75.1,74.5,74.5
07-31T02:00:00,65.0,74.3,73.9,73.9
07-31T03:00:00,64.9,73.6,73.2,73.2
07-31T04:00:00,64.9,73.0,72.7,72.7
07-31T05:00:00,64.9,72.8,72.5,72.5
07-31T06:00:00,64.9,73.2,72.8,72.8
07-31T07:00:00,64.9,74.3,73.9,73.9
07-31T08:00:00,64.9,76.5,75.7,75.7
07-31T09:00:00,64.6,78.5,77.4,77.4
07-31T10:00:00,64.3,80.6,79.1,79.0
07-31T11:00:00,63.9,82.4,80.7,80.7
07-31T12:00:00,63.6,83.8,81.9,81.9
07-31T13:00:00,63.5,84.7,82.7,82.7
07-31T14:00:00,63.4,85.0,83.1,83.1
07-31T15:00:00,63.3,84.7,83.0,83.0
07-31T16:00:00,63.5,84.2,82.5,82.5
07-31T17:00:00,63.7,83.2,81.6,81.6
07-31T18:00:00,64.1,81.8,80.4,80.4
07-31T19:00:00,64.4,80.5,79.2,79.2
07-31T20:00:00,64.7,79.0,77.9,77.9
07-31T21:00:00,65.0,78.2,77.2,77.2
07-31T22:00:00,65.0,77.4,76.5,76.5
07-31T23:00:00,65.0,76.5,75.7,75.7
08-01T00:00:00,65.1,74.9,74.4,74.4
08-01T01:00:00,64.9,75.1,74.5,74.5
08-01T02:00:00,64.9,74.2,73.8,73.8
08-01T03:00:00,64.9,73.6,73.2,73.2
08-01T04:00:00,64.9,73.0,72.7,72.7
08-01T05:00:00,64.9,72.8,72.5,72.5
08-01T06:00:00,64.9,73.1,72.8,72.8
08-01T07:00:00,64.9,74.4,73.9,73.9
08-01T08:00:00,64.9,76.5,75.7,75.7
08-01T09:00:00,64.7,78.6,77.4,77.4
08-01T10:00:00,64.3,80.7,79.2,79.1
08-01T11:00:00,63.9,82.5,80.7,80.7
08-01T12:00:00,63.6,83.8,82.0,82.0
08-01T13:00:00,63.4,84.7,82.8,82.8
08-01T14:00:00,63.4,85.0,83.1,83.1
08-01T15:00:00,63.3,84.7,83.0,83.0
08-01T16:00:00,63.5,84.2,82.5,82.5
08-01T17:00:00,63.7,83.2,81.6,81.6
08-01T18:00:00,64.1,81.9,80.4,80.4
08-01T19:00:00,64.4,80.5,79.2,79.2
08-01T20:00:00,64.8,79.0,77.9,77.9
08-01T21:00:00,65.0,78.2,77.2,77.2
08-01T22:00:00,65.0,77.5,76.6,76.6
08-01T23:00:00,65.0,76.5,75.8,75.8
08-02T00:00:00,65.2,75.0,74.5,74.5
08-02T01:00:00,65.0,75.1,74.6,74.6
08-02T02:00:00,65.0,74.3,73.9,73.9
08-02T03:00:00,65.0,73.6,73.3,73.3
08-02T04:00:00,64.9,73.0,72.7,72.7
08-02T05:00:00,64.9,72.8,72.5,72.5
08-02T06:00:00,64.9,73.1,72.8,72.8
08-02T07:00:00,64.9,74.3,73.9,73.9
08-02T08:00:00,64.9,76.4,75.7,75.7
08-02T09:00:00,64.6,78.6,77.4,77.4
08-02T10:00:00,64.2,80.7,79.2,79.1
08-02T11:00:00,63.9,82.4,80.7,80.7
08-02T12:00:00,63.5,83.8,82.0,82.0
08-02T13:00:00,63.3,84.7,82.8,82.8
08-02T14:00:00,63.3,84.9,83.1,83.1
08-02T15:00:00,63.3,84.6,82.9,82.9
08-02T16:00:00,63.4,84.0,82.4,82.4
08-02T17:00:00,63.6,83.1,81.6,81.6
08-02T18:00:00,64.0,81.8,80.4,80.4
08-02T19:00:00,64.4,80.4,79.2,79.2
08-02T20:00:00,64.8,78.9,77.9,77.9
08-02T21:00:00,65.0,78.2,77.2,77.2
08-02T22:00:00,65.0,77.4,76.6,76.6
08-02T23:00:00,65.0,76.5,75.8,75.8
08-03T00:00:00,65.2,75.0,74.5,74.5
08-03T01:00:00,64.9,75.1,74.6,74.6
08-03T02:00:00,65.0,74.3,73.9,73.9
08-03T03:00:00,64.9,73.7,73.3,73.3
08-03T04:00:00,64.9,73.1,72.8,72.8
08-03T05:00:00,64.8,72.8,72.6,72.6
08-03T06:00:00,64.9,73.1,72.8,72.8
08-03T07:00:00,64.9,74.3,73.9,73.9
